Keyword,obs.n.,effect_include,study,publication_year,publication_year_log,effect_original,SE_original,t-stat,method,orher_method,OLS,HLM,95%_lower_original,95%_upper_original,95%_lower,95%_upper,effect,standard_error,t_statistics,AA_SD,lang,math,science,GAA,SES_SD,classlevel_avgSES,SES_variable_type,SES_resources,SES_pareduc,SES_paroccup,SES_dichotmous,SES_composite,SES_combined,sample_size,avg_age,discipline,discipline_econ,discipline_social_science,discipline_psychology,country_level,country,Asia,south_AM,north_AM,Europe,GINI,over_omited_var,prior_AA_control,>1_avgSESvar,fixed_effects,primary,PISA data,OECD,...55
Ammermueller,10,1,"Ammermueller & Pischke, 2009",2009,1.3802112417116059,9.56,9.93,0.96273917421953681,OLS,0,1,0,-9.9027999999999974,29.022799999999997,-0.11891778958554729,0.34852034006376198,0.11480127523910734,0.11924442082890542,0.96273917421953681,56.46,1,0,0,0,0.67800000000000005,1,home_resources,1,0,0,0,0,0,4112,10,Econ,1,0,0,1,Netherlands,0,0,0,1,26,1,0,0,1,1,0,0,NA
Ammermueller,11,1,"Ammermueller & Pischke, 2009",2009,1.3802112417116059,-2.77,8.24,0.33616504854368934,OLS,0,1,0,-18.920400000000001,13.380400000000002,-9.1265414937759332E-2,6.4542385892116166E-2,-1.3361514522821576E-2,3.9746887966804978E-2,0.33616504854368928,77.12,1,0,0,0,0.372,1,home_resources,1,0,0,0,0,0,3459,10,Econ,1,0,0,1,Norway,0,0,0,1,27.7,1,0,0,1,1,0,0,NA
Ammermueller,12,1,"Ammermueller & Pischke, 2009",2009,1.3802112417116059,11.08,7.59,1.4598155467720686,OLS,0,1,0,-3.7964000000000002,25.956400000000002,-2.8457567479674789E-2,0.1945674861788618,8.3054959349593505E-2,5.689414634146342E-2,1.4598155467720686,61.5,1,0,0,0,0.46100000000000002,1,home_resources,1,0,0,0,0,0,6044,10,Econ,1,0,0,1,Sweden,0,0,0,1,28.9,1,0,0,1,1,0,0,NA
Ammermueller,13,1,"Ammermueller & Pischke, 2009",2009,1.3802112417116059,19.329999999999998,1.58,12.234177215189872,OLS,0,1,0,16.233199999999997,22.4268,0.12398269635126777,0.17128693877551018,0.14763481756338898,1.2067408781694496E-2,12.234177215189872,64.680000000000007,1,0,0,0,0.49399999999999999,1,home_resources,1,0,0,0,0,0,28462,10,Econ,1,0,0,0,some EUR coutries,0,0,1,1,28.516666666666666,1,0,0,0,1,0,0,NA
bankston2,14,1,"III & Caldas, 1998",1998,1.1139433523068367,0.26600000000000001,3.7999999999999999E-2,7.0000000000000009,HLM,0,0,1,0.19152000000000002,0.34048,7.0862400000000006E-2,0.1259776,9.8420000000000007E-2,1.406E-2,7.0000000000000009,1,0,0,0,1,0.37,0,composite,0,1,0,0,1,1,18310,16,SS,0,1,0,1,USA,0,0,1,0,39.700000000000003,0,0,1,1,0,0,0,NA
bankston2,15,1,"III & Caldas, 1998",1998,1.1139433523068367,0.23400000000000001,3.5000000000000003E-2,6.6857142857142851,HLM,0,0,1,0.16539999999999999,0.30260000000000004,6.1198000000000002E-2,0.11196200000000001,8.6580000000000004E-2,1.2950000000000001E-2,6.6857142857142851,1,0,0,0,1,0.37,0,composite,0,1,0,0,1,1,18310,16,SS,0,1,0,1,USA,0,0,1,0,39.700000000000003,0,0,1,1,0,0,0,NA
bankston,16,1,"III & Caldas, 1996",1996,1.0413926851582251,0.105,7.0000000000000001E-3,15,OLS,0,1,0,9.128E-2,0.11871999999999999,9.128E-2,0.11871999999999999,0.105,7.0000000000000001E-3,15,1,0,0,0,1,1,0,composite,0,1,1,0,1,1,33516,16,SS,0,1,0,1,USA,0,0,1,0,39.700000000000003,0,0,0,0,0,0,0,NA
bankston,17,1,"III & Caldas, 1996",1996,1.0413926851582251,0.113,1.2999999999999999E-2,8.6923076923076934,OLS,0,1,0,8.7520000000000001E-2,0.13847999999999999,8.7520000000000001E-2,0.13847999999999999,0.113,1.2999999999999999E-2,8.6923076923076934,1,0,0,0,1,1,0,composite,0,1,1,0,1,1,12767,16,SS,0,1,0,1,USA,0,0,1,0,39.700000000000003,0,0,0,0,0,0,0,NA
bankston,18,1,"III & Caldas, 1996",1996,1.0413926851582251,0.114,8.0000000000000002E-3,14.25,OLS,0,1,0,9.8320000000000005E-2,0.12968000000000002,9.8320000000000005E-2,0.12968000000000002,0.114,8.0000000000000002E-3,14.25,1,0,0,0,1,1,0,composite,0,1,1,0,1,1,20748,16,SS,0,1,0,1,USA,1,0,0,0,39.700000000000003,0,0,0,0,0,0,0,NA
Berkowicz,19,1,"Berkowitz et al., 2015",2015,1.4771212547196624,7.31,0.76,9.6184210526315788,HLM,0,0,1,5.8203999999999994,8.7995999999999999,0.10302108,0.15575292000000002,0.129387,1.3452E-2,9.6184210526315788,100,0,1,0,0,1.77,0,composite,0,0,0,0,1,1,27878,10,SS,0,1,0,1,Israel,1,0,0,0,38.6,0,0,1,0,1,0,0,NA
Berkowicz,20,1,"Berkowitz et al., 2015",2015,1.4771212547196624,12.11,1.1000000000000001,11.009090909090908,HLM,0,0,1,9.9539999999999988,14.266,0.1761858,0.25250820000000002,0.21434700000000001,1.9470000000000001E-2,11.00909090909091,100,0,1,0,0,1.77,0,composite,0,0,0,0,1,1,25923,13,SS,0,1,0,1,Israel,1,0,0,0,38.6,0,0,1,0,1,0,0,NA
Berkowicz,21,1,"Berkowitz et al., 2015",2015,1.4771212547196624,6.47,0.8,8.0874999999999986,HLM,0,0,1,4.9019999999999992,8.0380000000000003,8.6765399999999993E-2,0.1422726,0.114519,1.4160000000000001E-2,8.0874999999999986,100,0,1,0,0,1.77,0,composite,0,0,0,0,1,1,27878,10,SS,0,1,0,1,Israel,1,0,0,0,38.6,0,0,1,0,1,0,0,NA
Berkowicz,22,1,"Berkowitz et al., 2015",2015,1.4771212547196624,11.55,1.1200000000000001,10.3125,HLM,0,0,1,9.3548000000000009,13.745200000000001,0.16557996,0.24329004000000001,0.20443500000000001,1.9824000000000001E-2,10.3125,100,0,1,0,0,1.77,0,composite,0,0,0,0,1,1,25923,13,SS,0,1,0,1,Israel,1,0,0,0,38.6,0,0,1,0,1,0,0,NA
Berkowicz 2,23,1,"Berkowitz, 2021",2021,1.5563025007672873,9.6,0.76,12.631578947368421,HLM,0,0,1,8.1104000000000003,11.089599999999999,0.14355408000000003,0.19628592,0.16992000000000002,1.3452E-2,12.631578947368421,100,1,0,0,0,1.77,0,composite,0,1,1,0,1,1,27878,10,SS,0,1,0,1,Israel,1,0,0,0,38.6,0,0,0,0,1,0,0,NA
Berkowicz 2,24,1,"Berkowitz, 2021",2021,1.5563025007672873,13.45,13.86,0.9704184704184704,HLM,0,0,1,-13.715599999999998,40.615600000000001,-0.33328908000000013,0.9869590800000001,0.32683499999999999,0.33679800000000004,0.97041847041847029,100,1,0,0,0,2.4300000000000002,0,composite,0,1,1,0,1,1,25923,13,SS,0,1,0,1,Israel,1,0,0,0,38.6,0,0,0,0,1,0,0,NA
Berkowicz 2,25,1,"Berkowitz, 2021",2021,1.5563025007672873,9.0299999999999994,0.74,12.202702702702702,HLM,0,0,1,7.5795999999999992,10.480399999999999,0.13415891999999996,0.18550307999999999,0.15983099999999997,1.3098E-2,12.2027027027027,100,1,0,0,0,1.77,0,composite,0,1,1,0,1,1,27878,10,SS,0,1,0,1,Israel,1,0,0,0,38.6,1,0,0,0,1,0,0,NA
Berkowicz 2,26,1,"Berkowitz, 2021",2021,1.5563025007672873,13.86,1.24,11.17741935483871,HLM,0,0,1,11.429599999999999,16.290399999999998,0.27773928000000003,0.39585672000000005,0.33679800000000004,3.0132000000000003E-2,11.17741935483871,100,1,0,0,0,2.4300000000000002,0,composite,0,1,1,0,1,1,25923,13,SS,0,1,0,1,Israel,1,0,0,0,38.6,1,0,0,0,1,0,0,NA
Berkowicz 3,27,1,"Berkowitz, 2022",2022,1.568201724066995,8.7200000000000006,3.12,2.7948717948717952,HLM,0,0,1,2.6048000000000009,14.8352,4.4281599999999977E-2,0.25219839999999999,0.14823999999999998,5.3040000000000004E-2,2.7948717948717943,100,0,1,0,0,1.7,1,composite,0,1,1,0,1,1,12267,10,SS,0,1,0,1,Israel,1,0,0,0,38.6,1,0,0,0,1,0,0,NA
Berkowicz 4,28,1,"Berkowitz, 2022",2022,1.568201724066995,8.91,3.67,2.4277929155313354,HLM,0,0,1,1.7168000000000001,16.103200000000001,4.1203200000000023E-2,0.38647679999999995,0.21384,8.8079999999999992E-2,2.4277929155313354,100,0,1,0,0,2.4,1,composite,0,1,1,0,1,1,9606,13,SS,0,1,0,1,Israel,0,0,1,0,38.6,1,0,0,0,1,0,0,NA
caldas2,29,1,"Caldas & Bankston, 1998",1998,1.1139433523068367,7.9000000000000001E-2,1.2E-2,6.583333333333333,HLM,0,0,1,5.5480000000000002E-2,0.10252,0.13934117930859999,0.2574848180014,0.19841299865499998,3.0138683339999996E-2,6.583333333333333,1,0,0,0,1,2.5115569449999997,0,composite,0,1,1,0,1,1,34542,16,SS,0,1,0,1,USA,0,0,1,0,39.700000000000003,0,0,0,1,1,0,0,NA
caldas2,30,1,"Caldas & Bankston, 1998",1998,1.1139433523068367,7.6999999999999999E-2,1.2E-2,6.4166666666666661,HLM,0,0,1,5.348E-2,0.10052,0.13370000000000001,0.25130000000000002,0.1925,0.03,6.416666666666667,1,0,0,0,1,2.5,0,composite,0,1,1,0,1,1,34542,16,SS,0,1,0,1,USA,0,0,0,0,39.700000000000003,0,0,0,1,1,0,0,NA
fraine,31,1,"De Fraine et al., 2003",2003,1.255272505103306,0.29899999999999999,8.1000000000000003E-2,3.6913580246913575,HLM,0,0,1,0.14023999999999998,0.45776,0.14023999999999998,0.45776,0.29899999999999999,8.1000000000000003E-2,3.6913580246913575,1,1,0,0,0,8.1000000000000003E-2,1,composite,0,1,1,0,1,1,1834,14,Soc,0,0,0,1,Belgium,0,0,1,1,26,0,1,0,1,1,0,0,NA
ho,32,1,"Sui-Chu & Willms, 1996",1996,1.0413926851582251,0.30499999999999999,1.4999999999999999E-2,20.333333333333332,HLM,0,0,1,0.27560000000000001,0.33439999999999998,0.27560000000000001,0.33439999999999998,0.30499999999999999,1.4999999999999999E-2,20.333333333333332,1,0,1,0,0,1,0,composite,0,1,1,0,1,1,24599,14,SS,0,1,0,1,USA,0,0,1,0,39.700000000000003,0,0,0,1,0,0,0,NA
ho,33,1,"Sui-Chu & Willms, 1996",1996,1.0413926851582251,0.29399999999999998,1.7000000000000001E-2,17.294117647058822,HLM,0,0,1,0.26067999999999997,0.32732,0.26067999999999997,0.32732,0.29399999999999998,1.7000000000000001E-2,17.294117647058822,1,0,1,0,0,1,0,composite,0,1,1,0,1,1,24599,14,SS,0,1,0,1,USA,0,0,1,0,39.700000000000003,0,0,0,1,0,0,0,NA
ho,34,1,"Sui-Chu & Willms, 1996",1996,1.0413926851582251,0.214,1.4E-2,15.285714285714285,HLM,0,0,1,0.18656,0.24143999999999999,0.18656,0.24143999999999999,0.214,1.4E-2,15.285714285714285,1,1,0,0,0,1,0,composite,0,1,1,0,1,1,24599,14,SS,0,1,0,1,USA,0,0,1,0,39.700000000000003,0,0,0,1,0,0,0,NA
ho,35,1,"Sui-Chu & Willms, 1996",1996,1.0413926851582251,0.191,1.4999999999999999E-2,12.733333333333334,HLM,0,0,1,0.16159999999999999,0.22040000000000001,0.16159999999999999,0.22040000000000001,0.191,1.4999999999999999E-2,12.733333333333334,1,1,0,0,0,1,0,composite,0,1,1,0,1,1,24599,14,SS,0,1,0,1,USA,0,1,0,0,39.700000000000003,0,0,0,1,0,0,0,NA
Izaguirre,36,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,14.56,14.26,1.0210378681626928,CML,1,0,0,-13.3896,42.509599999999999,-0.13313305982905976,0.42267380056980053,0.14477037037037038,0.14178746438746437,1.021037868162693,105.3,0,1,0,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,37,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-14.14,15.41,0.91758598312783912,CML,1,0,0,-44.343599999999995,16.063599999999997,-0.45075484660194176,0.16328727378640781,-0.14373378640776699,0.15664339805825245,0.9175859831278389,103,1,0,0,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,38,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-10.65,17.39,0.61242093156986777,CML,1,0,0,-44.734400000000001,23.434400000000004,-0.45428629291949563,0.2379807643064985,-0.10815276430649855,0.17659873908826382,0.61242093156986777,103.1,0,0,1,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,39,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,16.670000000000002,14.7,1.134013605442177,CML,1,0,0,-12.141999999999996,45.481999999999999,-0.12072814814814814,0.45222843304843308,0.16575014245014247,0.14616239316239316,1.134013605442177,105.3,0,1,0,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,40,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-9.77,14.67,0.66598500340831623,CML,1,0,0,-38.523200000000003,18.9832,-0.39159019805825246,0.19296514951456312,-9.9312524271844657E-2,0.14912126213592233,0.66598500340831623,103,1,0,0,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,41,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-10.65,17.72,0.60101580135440191,CML,1,0,0,-45.381199999999993,24.081199999999995,-0.46085466925315227,0.24454914064015515,-0.10815276430649855,0.17994995150339474,0.60101580135440191,103.1,0,0,1,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,42,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-5.93,16.690000000000001,0.35530257639304968,CML,1,0,0,-38.642400000000002,26.782400000000003,-0.38422215384615388,0.26629793732193741,-5.8962108262108258E-2,0.16594900284900288,0.35530257639304963,105.3,0,1,0,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,43,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-18.05,17.55,1.0284900284900285,CML,1,0,0,-52.448000000000008,16.348000000000003,-0.53313646601941744,0.16617821359223295,-0.18347912621359225,0.17839660194174756,1.0284900284900287,103,1,0,0,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,44,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-17.97,21.13,0.85044959772834827,CML,1,0,0,-59.384799999999998,23.444800000000001,-0.60306387584869059,0.2380863782735208,-0.18248874878758486,0.21457914645974779,0.85044959772834838,103.1,0,0,1,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,45,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,4.67,19.09,0.24463069669984286,B2SLS,1,0,0,-32.746399999999994,42.086399999999998,-0.32559810826210828,0.4184659145299145,4.643390313390313E-2,0.18981225071225072,0.24463069669984283,105.3,0,1,0,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,46,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-11.81,14.23,0.82993675333801831,B2SLS,1,0,0,-39.700800000000001,16.080799999999996,-0.40356055922330092,0.16346211262135921,-0.12004922330097087,0.14464864077669903,0.8299367533380182,103,1,0,0,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,47,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-12.72,52.62,0.241733181299886,B2SLS,1,0,0,-115.8552,90.415199999999999,-1.1765314684772066,0.91818345683802116,-0.12917400581959265,0.53436605237633361,0.24173318129988605,103.1,0,0,1,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,48,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,6.97,19.28,0.36151452282157676,B2SLS,1,0,0,-30.818800000000003,44.758800000000001,-0.30643194301994303,0.44503764102564103,6.9302849002848999E-2,0.19170142450142452,0.3615145228215767,105.3,0,1,0,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,49,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-6.35,14.3,0.44405594405594401,B2SLS,1,0,0,-34.378,21.678000000000004,-0.34945403883495141,0.22035792233009707,-6.4548058252427182E-2,0.14536019417475726,0.44405594405594412,103,1,0,0,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,50,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-9.39,37.49,0.25046679114430515,B2SLS,1,0,0,-82.870400000000004,64.090400000000002,-0.84156458583899119,0.6508501338506304,-9.5357225994180408E-2,0.38071804073714838,0.25046679114430515,103.1,0,0,1,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,51,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-13.77,19.28,0.71421161825726132,B2SLS,1,0,0,-51.558800000000005,24.018800000000002,-0.51265017663817658,0.23881940740740742,-0.13691538461538461,0.19170142450142452,0.71421161825726132,105.3,0,1,0,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,52,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-15.62,15.36,1.0169270833333333,B2SLS,1,0,0,-45.7256,14.4856,-0.46480294368932029,0.14724682718446594,-0.15877805825242716,0.15613514563106792,1.0169270833333335,103,1,0,0,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,0,1,0,0,42,0,0,1,0,0,0,0,NA
Izaguirre,53,1,"Izaguirre & Di Capua, 2020",2020,1.5440680443502757,-18.61,24.24,0.76773927392739272,B2SLS,1,0,0,-66.120399999999989,28.900399999999998,-0.67146516779825416,0.29348902812803102,-0.18898806983511154,0.24616178467507274,0.76773927392739272,103.1,0,0,1,0,1.0469999999999999,0,composite,0,1,0,1,1,1,67582,11,Econ,1,0,0,0,Latin america,1,0,0,0,42,0,0,1,0,0,0,0,NA
Kang,54,1,"Kang, 2007",2007,1.3424226808222062,-4.2999999999999997E-2,2.1000000000000001E-2,2.0476190476190474,OLS,0,1,0,-8.4159999999999999E-2,-1.8399999999999944E-3,-0.10711272727272728,-2.3418181818181741E-3,-5.4727272727272722E-2,2.6727272727272728E-2,2.0476190476190474,0.99,0,1,0,0,1.26,1,fatheduc,0,1,0,0,0,0,13598,14,Econ,1,0,0,1,South Korea,1,0,0,0,31.4,1,0,1,1,1,0,0,NA
Kang,55,1,"Kang, 2007",2007,1.3424226808222062,2.5999999999999999E-2,2.3E-2,1.1304347826086956,OLS,0,1,0,-1.9079999999999996E-2,7.107999999999999E-2,-2.4283636363636368E-2,9.0465454545454543E-2,3.3090909090909087E-2,2.9272727272727273E-2,1.1304347826086956,0.99,0,1,0,0,1.26,1,mtoheduc,0,1,0,0,0,0,13598,14,Econ,1,0,0,1,South Korea,1,0,0,0,31.4,1,0,1,1,1,0,0,NA
Kang,56,1,"Kang, 2007",2007,1.3424226808222062,-1.4E-2,0.112,0.125,OLS,0,1,0,-0.23352000000000001,0.20551999999999998,-3.7740606060606065E-2,3.3215353535353535E-2,-2.262626262626263E-3,1.8101010101010104E-2,0.125,0.99,0,1,0,0,0.16,1,home_resources,1,0,0,1,0,0,13598,14,Econ,1,0,0,1,South Korea,1,0,0,0,31.4,1,0,1,1,1,0,0,NA
Kang,57,1,"Kang, 2007",2007,1.3424226808222062,-0.13700000000000001,0.10100000000000001,1.3564356435643565,OLS,0,1,0,-0.33496000000000004,6.0959999999999986E-2,-5.0751515151515145E-2,9.2363636363636363E-3,-2.0757575757575756E-2,1.5303030303030303E-2,1.3564356435643563,0.99,0,1,0,0,0.15,1,home_resources,1,0,0,1,0,0,13598,14,Econ,1,0,0,1,South Korea,1,0,0,0,31.4,1,0,1,1,1,0,0,NA
