idstudy,idcoeff,rra,se,tstat,perstudy,pubyear,pyear,exp,ez,panel,csection,start,end,timespan,obs,avyear,midpoint,monthly,quarterly,annual,uk,us,eu,asia,developing,others,country,sepdur,totalc,ndsothers,nd,nds,durable,longrisk,fixed_ies,implied,exact,second,gmm,ml,ols,gls,ols_gls,ogmls,simul,stockhold,nonstockhold,firstlag,seclag,instrument,mreturn,consinclude,incomeincl,hcapital,top,econjournal,finjournal,gcits,yearcits,t_abs,ptop,id,econ,fin
3,7,1.0031,0.0218,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,46.01376,0,3,1,0
3,8,1.0065,0.0237,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,42.468353,0,3,1,0
3,9,0.9068,0.3147,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,2.8814745,0.003958193,3,1,0
3,10,0.9956,0.0276,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,36.072464,0,3,1,0
3,11,0.9965,0.0199,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,50.075378,0,3,1,0
3,12,0.9824,0.2223,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,4.4192533,9.90E-06,3,1,0
3,13,0.9869,0.1474,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,6.6953869,2.15E-11,3,1,0
3,14,1.1001,0.151,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,7.2854304,3.21E-13,3,1,0
3,15,0.821,1.576,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,0.52093911,0.60240918,3,1,0
3,16,1.1785,0.2698,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,4.3680506,1.25E-05,3,1,0
3,17,1.084,0.1579,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,6.8651047,6.64E-12,3,1,0
3,18,0.964,0.8155,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,1.1820968,0.23716728,3,1,0
3,19,1.2816,0.2438,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,5.2567677,1.47E-07,3,1,0
3,20,1.2596,0.2274,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,5.5391383,3.04E-08,3,1,0
3,21,0.8483,1.441,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,0.58868843,0.55607033,3,1,0
3,22,0.9806,0.1855,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,5.2862535,1.25E-07,3,1,0
3,23,0.9838,0.1886,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,5.216331,1.83E-07,3,1,0
3,24,0.9635,0.7266,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,1.3260391,0.18482676,3,1,0
3,25,1.0167,0.0091,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,111.72527,0,3,1,0
3,26,1.0233,0.0182,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,56.225273,0,3,1,0
3,27,0.9958,0.3693,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,2.6964529,0.007008232,3,1,0
3,28,1.0326,0.023,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,44.895653,0,3,1,0
3,29,1.4,0.0245,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,57.142857,0,3,1,0
3,30,1.3418,0.2882,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,4.6557946,3.23E-06,3,1,0
3,31,1.0155,0.0164,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,61.920731,0,3,1,0
3,32,1.023,0.0182,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,56.20879,0,3,1,0
3,33,1.0209,0.3784,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,2.6979387,0.006977029,3,1,0
3,34,1.0352,0.0215,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,48.148838,0,3,1,0
3,35,1.0398,0.023,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,45.208694,0,3,1,0
3,36,0.9984,0.2161,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,4.6200833,3.84E-06,3,1,0
3,37,0.9995,0.1492,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,6.6990619,2.10E-11,3,1,0
3,38,0.9789,0.1455,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,6.7278352,1.72E-11,3,1,0
3,39,0.4078,1.07,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,0.38112149,0.70311308,3,1,0
3,40,0.9931,0.1564,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,6.3497443,2.16E-10,3,1,0
3,41,1.3994,0.1533,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,9.1285067,0,3,1,0
3,42,0.9667,0.8569,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,1.1281363,0.25926238,3,1,0
3,43,1.0041,0.1728,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,5.8107638,6.22E-09,3,1,0
3,44,1.026,1.203,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,0.85286784,0.39373261,3,1,0
3,45,0.6719,3.038,,48,1991,2,0,1,0,0,1959,1986,28,333,1972.5,42,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,0.22116524,0.82496375,3,1,0
3,46,0.9812,1.493,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2066,66.64516129,0.65720028,0.51105213,3,1,0
3,47,0.9961,1.266,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2066,66.64516129,0.78680885,0.43139377,3,1,0
3,48,0.9635,2.764,,48,1991,2,0,1,0,0,1959,1978,20,237,1968.5,38,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2066,66.64516129,0.348589,0.72739786,3,1,0
4,1,-9.87,12.22,,24,1993,4,0,1,0,0,1963,1988,26,103,1975.5,45,0,1,0,0,0,0,0,0,1,Canada,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.034482759,0.80769229,0.41926774,4,1,0
4,2,-4.91,10.6,,24,1993,4,0,1,0,0,1963,1979,17,66,1971,40.5,0,1,0,0,0,0,0,0,1,Canada,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.034482759,0.46320754,0.6432156,4,1,0
4,3,31.69,14.43,,24,1993,4,0,1,0,0,1979,1988,10,37,1983.5,53,0,1,0,0,0,0,0,0,1,Canada,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.034482759,2.1961193,0.028083405,4,1,0
4,4,-11.82,7.16,,24,1993,4,0,1,0,0,1963,1988,26,103,1975.5,45,0,1,0,0,0,0,0,0,1,Canada,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.034482759,1.650838,0.098771654,4,1,0
4,5,-9.68,6.29,,24,1993,4,0,1,0,0,1963,1979,17,66,1971,40.5,0,1,0,0,0,0,0,0,1,Canada,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.034482759,1.5389507,0.12381633,4,1,0
4,6,13.63,8.96,,24,1993,4,0,1,0,0,1979,1988,10,37,1983.5,53,0,1,0,0,0,0,0,0,1,Canada,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.034482759,1.5212053,0.12820832,4,1,0
4,7,-15.41,18.31,,24,1993,4,0,1,0,0,1963,1988,26,103,1975.5,45,0,1,0,0,0,0,0,0,1,Canada,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.034482759,0.84161663,0.40000257,4,1,0
4,8,-5.08,17.8,,24,1993,4,0,1,0,0,1963,1979,17,66,1971,40.5,0,1,0,0,0,0,0,0,1,Canada,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.034482759,0.28539327,0.77534288,4,1,0
4,9,8.83,19.8,,24,1993,4,0,1,0,0,1979,1988,10,37,1983.5,53,0,1,0,0,0,0,0,0,1,Canada,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.034482759,0.4459596,0.65562642,4,1,0
4,10,-15.33,11.22,,24,1993,4,0,1,0,0,1963,1988,26,103,1975.5,45,0,1,0,0,0,0,0,0,1,Canada,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.034482759,1.3663101,0.17184165,4,1,0
4,11,-8.36,10.84,,24,1993,4,0,1,0,0,1963,1979,17,66,1971,40.5,0,1,0,0,0,0,0,0,1,Canada,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.034482759,0.7712177,0.44057789,4,1,0
4,12,3.4,12.05,,24,1993,4,0,1,0,0,1979,1988,10,37,1983.5,53,0,1,0,0,0,0,0,0,1,Canada,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.034482759,0.28215769,0.77782261,4,1,0
4,13,5.79,6.36,,24,1993,4,0,1,0,0,1963,1988,26,101,1975.5,45,0,1,0,0,0,0,0,0,1,Canada,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.034482759,0.91037738,0.36262351,4,1,0
4,14,30.06,18.45,,24,1993,4,0,1,0,0,1963,1988,26,101,1975.5,45,0,1,0,0,0,0,0,0,1,Canada,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0.034482759,1.6292683,0.10325623,4,1,0
4,15,10.62,4.73,,24,1993,4,0,1,0,0,1963,1988,26,101,1975.5,45,0,1,0,0,0,0,0,0,1,Canada,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0.034482759,2.2452431,0.024752533,4,1,0
4,16,2.66,1.82,,24,1993,4,0,1,0,0,1963,1979,17,64,1971,40.5,0,1,0,0,0,0,0,0,1,Canada,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.034482759,1.4615384,0.14386773,4,1,0
4,17,21.86,4.22,,24,1993,4,0,1,0,0,1963,1979,17,64,1971,40.5,0,1,0,0,0,0,0,0,1,Canada,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0.034482759,5.1800947,2.22E-07,4,1,0
4,18,1.02,0.54,,24,1993,4,0,1,0,0,1963,1979,17,64,1971,40.5,0,1,0,0,0,0,0,0,1,Canada,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0.034482759,1.8888888,0.058906727,4,1,0
4,19,6.51,4.57,,24,1993,4,0,1,0,0,1963,1988,26,101,1975.5,45,0,1,0,0,0,0,0,0,1,Canada,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.034482759,1.4245076,0.15429959,4,1,0
4,20,15.6,3.14,,24,1993,4,0,1,0,0,1963,1988,26,101,1975.5,45,0,1,0,0,0,0,0,0,1,Canada,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0.034482759,4.968153,6.76E-07,4,1,0
4,21,5.62,1.9,,24,1993,4,0,1,0,0,1963,1988,26,101,1975.5,45,0,1,0,0,0,0,0,0,1,Canada,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0.034482759,2.9578948,0.003097478,4,1,0
4,22,0.5,1.1,,24,1993,4,0,1,0,0,1963,1979,17,64,1971,40.5,0,1,0,0,0,0,0,0,1,Canada,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.034482759,0.45454547,0.6494363,4,1,0
4,23,0.76,0.97,,24,1993,4,0,1,0,0,1963,1979,17,64,1971,40.5,0,1,0,0,0,0,0,0,1,Canada,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0.034482759,0.78350514,0.43333054,4,1,0
4,24,0.96,1.03,,24,1993,4,0,1,0,0,1963,1979,17,64,1971,40.5,0,1,0,0,0,0,0,0,1,Canada,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0.034482759,0.93203884,0.35131645,4,1,0
5,1,65.16,61.97,,8,1993,4,0,1,0,0,1959,1982,24,287,1970.5,40,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.068965517,1.0514765,0.2930398,5,0,1
5,2,1.67,1.37,,8,1993,4,0,1,0,0,1959,1982,24,287,1970.5,40,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.068965517,1.218978,0.22285253,5,0,1
5,3,97.19,88.42,,8,1993,4,0,1,0,0,1959,1982,24,287,1970.5,40,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.068965517,1.0991857,0.27168706,5,0,1
5,4,1.67,1.38,,8,1993,4,0,1,0,0,1959,1982,24,287,1970.5,40,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.068965517,1.2101449,0.2262233,5,0,1
5,5,52.75,53.32,,8,1993,4,0,1,0,0,1959,1982,24,95,1970.5,40,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.068965517,0.98930985,0.32251155,5,0,1
5,6,1.35,1.2,,8,1993,4,0,1,0,0,1959,1982,24,95,1970.5,40,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.068965517,1.125,0.26058903,5,0,1
5,7,56.53,50.42,,8,1993,4,0,1,0,0,1959,1982,24,95,1970.5,40,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.068965517,1.1211821,0.26221037,5,0,1
5,8,1.35,1.21,,8,1993,4,0,1,0,0,1959,1982,24,95,1970.5,40,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.068965517,1.1157025,0.26454949,5,0,1
6,1,6.5,186.8,,9,1993,4,0,1,0,0,1959,1987,29,348,1973,42.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,53,1.827586207,0.034796573,0.97224194,6,1,0
6,2,5.4,9.3,,9,1993,4,0,1,0,0,1959,1987,29,348,1973,42.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,53,1.827586207,0.58064514,0.56147963,6,1,0
6,3,11.9,68.5,,9,1993,4,0,1,0,0,1959,1987,29,348,1973,42.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,53,1.827586207,0.17372262,0.86208344,6,1,0
6,4,5.5,10.9,,9,1993,4,0,1,0,0,1959,1987,29,348,1973,42.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,53,1.827586207,0.50458717,0.61384881,6,1,0
